1 0 64441.34954001301 -1.255070184862026e8 -8.297031519525473e7 3055.607221806182 15.946184392299152 -24.953005885269647 0.002332637386789423 2999.9999998077856
1 0 64441.34954001301 -1.255070184862026e8 -8.297031519525473e7 3055.607221806182 20.734996684521438 -28.40148724208776 -1.08175830108566 2999.9999998077856
1 -1 64441.34954001301 0.0, 0.0, 0.0
1 -1 64460.05800011751 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64461.05800011751 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64462.05800011751 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64463.05800011751 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64464.05800011751 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64465.05800011751 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64466.05800011751 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64467.05800011751 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64468.05800011751 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64469.05800011751 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64470.05800011751 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64471.05800011751 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64472.05800011751 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64473.05800011751 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64474.05800011751 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64475.05800011751 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64476.05800011751 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64477.05800011751 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64477.636439208225 0.30557749115975996 -0.11210953849501927 -0.023948258291131206
1 -1 64477.636439208225 0.0, 0.0, 0.0
1 -1 64477.636439208225 0.0, 0.0, 0.0
1 -1 64477.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64478.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64479.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64480.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64481.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64482.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64483.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64484.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64485.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64486.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64487.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64488.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64489.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64490.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64491.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64492.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64493.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64494.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64495.636439208225 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64496.41966442682 8.922532510847117e-8 -1.067808405481751e-8 8.532050258966533e-10
1 -1 64496.41966442682 0.0, 0.0, 0.0
1 -1 64496.41966442682 0.0, 0.0, 0.0
1 -1 64496.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64497.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64498.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64499.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64500.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64501.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64502.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64503.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64504.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64505.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64506.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64507.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64508.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64509.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64510.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64511.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64512.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64513.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64514.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64515.41966442682 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64516.35543266305 3.407199757045784e-8 4.91000085022493e-9 3.581168445817836e-9
1 -1 64516.35543266305 0.0, 0.0, 0.0
1 -1 64516.35543266305 0.0, 0.0, 0.0
1 -1 64516.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64517.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64518.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64519.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64520.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64521.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64522.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64523.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64524.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64525.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64526.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64527.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64528.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64529.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64530.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64531.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64532.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64533.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64534.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64535.35543266305 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64536.2912133431 2.1178216553700956e-8 9.816307791502387e-9 4.784091734680794e-9
1 -1 64536.2912133431 0.0, 0.0, 0.0
1 -1 64536.2912133431 0.0, 0.0, 0.0
1 -1 64536.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64537.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64538.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64539.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64540.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64541.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64542.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64543.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64544.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64545.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64546.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64547.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64548.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64549.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64550.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64551.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64552.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64553.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64554.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64555.2912133431 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64556.22680875938 1.645586323520483e-8 1.5149749580881543e-8 6.616133640390242e-9
1 -1 64556.22680875938 0.0, 0.0, 0.0
1 -1 64556.22680875938 0.0, 0.0, 0.0
1 -1 64556.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64557.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64558.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64559.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64560.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64561.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64562.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64563.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64564.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64565.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64566.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64567.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64568.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64569.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64570.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64571.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64572.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64573.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64574.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64575.22680875938 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64576.16209843365 1.6577239491435936e-8 2.932417041665851e-8 1.2059828381891804e-8
1 -1 64576.16209843365 0.0, 0.0, 0.0
1 -1 64576.16209843365 0.0, 0.0, 0.0
1 -1 64576.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64577.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64578.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64579.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64580.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64581.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64582.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64583.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64584.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64585.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64586.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64587.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64588.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64589.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64590.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64591.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64592.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64593.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64594.16209843365 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64594.20504402795 0.11282721482174432 0.4498112239146517 0.1775463714927328
1 -1 64594.20504402795 0.0, 0.0, 0.0
1 -1 64594.20504402795 0.0, 0.0, 0.0
1 -1 64594.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64595.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64596.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64597.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64598.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64599.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64600.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64601.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64602.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64603.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64604.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64605.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64606.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64607.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64608.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64609.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64610.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64611.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64612.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64613.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64614.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64615.20504402795 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64615.404503537604 -0.0021605180567472204 0.5610457582028695 0.21265693325543458
1 -1 64615.404503537604 0.0, 0.0, 0.0
1 -1 64615.404503537604 0.0, 0.0, 0.0
1 -1 64615.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64616.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64617.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64618.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64619.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64620.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64621.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64622.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64623.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64624.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64625.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64626.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64627.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64628.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64629.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64630.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64631.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64632.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64633.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64634.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64635.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64636.404503537604 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64636.44790658114 -0.1270277064889154 0.5510342943267797 0.20056211049091524
1 -1 64636.44790658114 0.0, 0.0, 0.0
1 -1 64636.44790658114 0.0, 0.0, 0.0
1 -1 64636.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64637.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64638.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64639.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64640.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64641.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64642.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64643.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64644.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64645.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64646.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64647.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64648.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64649.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64650.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64651.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64652.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64653.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64654.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64655.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64656.44790658114 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64657.20874229469 -0.22570055801479008 0.524611740965966 0.18396133905582698
1 -1 64657.20874229469 0.0, 0.0, 0.0
1 -1 64657.20874229469 0.0, 0.0, 0.0
1 -1 64657.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64658.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64659.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64660.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64661.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64662.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64663.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64664.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64665.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64666.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64667.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64668.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64669.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64670.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64671.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64672.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64673.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64674.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64675.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64676.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64677.20874229469 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64677.59631691668 -0.30253739639227606 0.4906852015469835 0.16643062545047158
1 -1 64677.59631691668 0.0, 0.0, 0.0
1 -1 64677.59631691668 0.0, 0.0, 0.0
1 -1 64677.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64678.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64679.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64680.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64681.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64682.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64683.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64684.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64685.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64686.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64687.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64688.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64689.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64690.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64691.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64692.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64693.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64694.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64695.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64696.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64697.59631691668 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64697.98210890755 -0.3631724014833731 0.4536116328914797 0.14947337720350273
1 -1 64697.98210890755 0.0, 0.0, 0.0
1 -1 64697.98210890755 0.0, 0.0, 0.0
1 -1 64697.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64698.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64699.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64700.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64701.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64702.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64703.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64704.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64705.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64706.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64707.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64708.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64709.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64710.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64711.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64712.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64713.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64714.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64715.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64716.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64717.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64718.98210890755 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64719.102284423825 -0.41275571806733846 0.41455862680289457 0.1333186407964546
1 -1 64719.102284423825 0.0, 0.0, 0.0
1 -1 64719.102284423825 0.0, 0.0, 0.0
